feature_a,feature_b,abs_corr
Max Packet Length,Fwd Packet Length Min,0.10564813823129025
Fwd Header Length.1,Down/Up Ratio,0.10558602341711566
Down/Up Ratio,Fwd Header Length,0.10558602341711566
Packet Length Mean,Fwd IAT Max,0.10527028412293543
Packet Length Mean,Bwd Header Length,0.10513640784812016
Active Max,Bwd Packet Length Mean,0.10485885454737574
Active Max,Avg Bwd Segment Size,0.10485885454737476
Active Min,Init_Win_bytes_forward,0.10475152755376349
Min Packet Length,Bwd IAT Total,0.10469620104599178
Min Packet Length,Fwd IAT Mean,0.10429467187832236
Fwd IAT Total,Destination Port,0.1042943356561403
Idle Std,Packet Length Variance,0.1036689284937017
ACK Flag Count,Fwd Packet Length Min,0.10366515086226363
min_seg_size_forward,Flow Duration,0.10291780249912238
Subflow Bwd Packets,Average Packet Size,0.10216619350389672
Average Packet Size,Total Backward Packets,0.10216619350389669
Idle Std,Average Packet Size,0.10177531239467465
Active Max,Bwd Packet Length Max,0.10008299805673639
act_data_pkt_fwd,Flow IAT Mean,0.0990865834394336
Idle Max,Packet Length Mean,0.09900927080856908
Idle Max,Bwd IAT Min,0.09897019082732585
min_seg_size_forward,Fwd IAT Mean,0.09896220868736379
Bwd IAT Min,Flow IAT Max,0.09892958093519463
Idle Min,min_seg_size_forward,0.09868411150115348
Idle Min,Bwd Packet Length Mean,0.09810704209480704
Idle Min,Avg Bwd Segment Size,0.09810704209480536
URG Flag Count,Min Packet Length,0.0973658087039489
Active Mean,Init_Win_bytes_forward,0.09712877766652765
Fwd Header Length.1,Fwd IAT Std,0.0970427215354998
Fwd Header Length,Fwd IAT Std,0.0970427215354998
Packet Length Mean,Flow IAT Max,0.09700234652646247
Bwd IAT Min,Fwd IAT Max,0.09688027958558319
Packet Length Variance,Fwd IAT Max,0.09622977099131286
min_seg_size_forward,Fwd IAT Total,0.09601301895784686
ACK Flag Count,Fwd Packet Length Mean,0.09601187734525328
Avg Fwd Segment Size,ACK Flag Count,0.09601187734525328
Average Packet Size,Bwd Header Length,0.09600692833172929
PSH Flag Count,Bwd IAT Mean,0.09592668600283985
Active Min,act_data_pkt_fwd,0.0955965604650469
Down/Up Ratio,Max Packet Length,0.09509461973655048
Active Min,Total Fwd Packets,0.09509410835617366
Active Min,Subflow Fwd Packets,0.09509410835617366
Idle Min,Bwd Packet Length Max,0.094931144240666
Down/Up Ratio,Bwd IAT Max,0.09445576818811155
Flow IAT Mean,Total Fwd Packets,0.09444882443842242
Subflow Fwd Packets,Flow IAT Mean,0.09444882443842241
Fwd IAT Min,Flow IAT Max,0.09442992735701121
Fwd PSH Flags,Flow Bytes/s,0.0941043533904756
SYN Flag Count,Flow Bytes/s,0.0941043533904756
Active Std,Total Length of Fwd Packets,0.09380572361540031
Active Std,Subflow Fwd Bytes,0.09380572361540031
ACK Flag Count,Bwd Header Length,0.09377028362803848
Init_Win_bytes_forward,Fwd Packet Length Min,0.09365842110215716
Idle Min,Bwd Packet Length Min,0.0935449279252383
Idle Min,Fwd Header Length,0.09343806640542109
Idle Min,Fwd Header Length.1,0.09343806640542109
Active Max,Bwd Packet Length Std,0.09333638675793357
Bwd Packet Length Min,Destination Port,0.09264073426956175
Fwd IAT Min,Fwd IAT Max,0.09247266642389747
Min Packet Length,Bwd IAT Max,0.0924664958410259
Idle Max,Fwd IAT Min,0.0923606468162365
Idle Min,Bwd Packet Length Std,0.0923238909159963
Packet Length Mean,Flow Packets/s,0.09184306278729808
Init_Win_bytes_forward,Bwd IAT Std,0.09182088750940662
Packet Length Std,Bwd IAT Std,0.09141066452485311
Packet Length Std,Flow Packets/s,0.0913866501939969
Average Packet Size,Destination Port,0.09137197643887598
act_data_pkt_fwd,Fwd IAT Mean,0.09106258437612395
Max Packet Length,Total Backward Packets,0.0909387184875252
Subflow Bwd Packets,Max Packet Length,0.0909387184875252
Max Packet Length,Flow Packets/s,0.09093340918163362
Subflow Fwd Packets,Fwd IAT Mean,0.0905819442094131
Fwd IAT Mean,Total Fwd Packets,0.0905819442094131
Idle Max,Packet Length Variance,0.09053712604138008
Init_Win_bytes_forward,Bwd IAT Max,0.09027898289199629
Subflow Bwd Packets,Bwd IAT Std,0.09005424743244787
Bwd IAT Std,Total Backward Packets,0.09005424743244787
Fwd Header Length.1,Flow IAT Std,0.0898257257729955
Fwd Header Length,Flow IAT Std,0.0898257257729955
Idle Std,min_seg_size_forward,0.08952559963616834
Packet Length Variance,Flow IAT Max,0.08919995341815605
Bwd IAT Min,Fwd IAT Total,0.08916630429734355
Average Packet Size,Flow Packets/s,0.08883982755162353
Packet Length Std,Fwd Packet Length Min,0.08879372844116039
Packet Length Variance,Fwd IAT Std,0.08854106069529315
Packet Length Mean,Fwd IAT Std,0.08845223486941278
Bwd IAT Min,Flow Duration,0.08829047261180233
Min Packet Length,Total Length of Bwd Packets,0.08771591035013537
Subflow Bwd Bytes,Min Packet Length,0.08771591035013536
SYN Flag Count,Packet Length Variance,0.08748450512301222
Packet Length Variance,Fwd PSH Flags,0.08748450512301222
Packet Length Mean,Destination Port,0.0873086280638514
Active Max,Subflow Bwd Bytes,0.08678619239607349
Active Max,Total Length of Bwd Packets,0.08678619239607349
Subflow Bwd Packets,Avg Bwd Segment Size,0.08623552564229886
Avg Bwd Segment Size,Total Backward Packets,0.08623552564229882
Subflow Bwd Packets,Bwd Packet Length Mean,0.08623552564226725
Bwd Packet Length Mean,Total Backward Packets,0.08623552564226725
Active Mean,Subflow Bwd Packets,0.08583478855633773
Active Mean,Total Backward Packets,0.08583478855633773
URG Flag Count,Bwd Packet Length Min,0.08567688974622739
Packet Length Std,Bwd IAT Max,0.08560346805428616
Avg Bwd Segment Size,Flow Packets/s,0.08500892011632889
Flow Packets/s,Bwd Packet Length Mean,0.08500892011632868
ACK Flag Count,Total Backward Packets,0.08500391365738087
Subflow Bwd Packets,ACK Flag Count,0.08500391365738084
Packet Length Mean,Fwd IAT Total,0.08480287404762066
Active Min,Fwd Header Length.1,0.08461852389489884
Active Min,Fwd Header Length,0.08461852389489884
Down/Up Ratio,Bwd Packet Length Std,0.08444377902708036
Subflow Bwd Bytes,Destination Port,0.08429317606573412
Total Length of Bwd Packets,Destination Port,0.08429317606573412
Packet Length Mean,Fwd Packets/s,0.08406754724997213
act_data_pkt_fwd,URG Flag Count,0.08399664581712574
Packet Length Std,Fwd Packets/s,0.08383574462067234
Min Packet Length,Total Fwd Packets,0.08376930200954563
Subflow Fwd Packets,Min Packet Length,0.08376930200954563
Max Packet Length,Fwd Packets/s,0.08349663673635255
Max Packet Length,Bwd Header Length,0.08338874033768803
Fwd IAT Min,Fwd IAT Total,0.08306819478110111
Avg Bwd Segment Size,Bwd Header Length,0.08298758389885479
Bwd Header Length,Bwd Packet Length Mean,0.0829875838988282
Idle Std,Bwd Packet Length Min,0.08238932799351105
Fwd IAT Min,Flow Duration,0.08227160486060098
Active Min,Packet Length Mean,0.08216346179583775
Average Packet Size,Fwd IAT Max,0.08211891822908464
Average Packet Size,Fwd Packets/s,0.0811094863243477
Fwd IAT Std,Fwd Packet Length Min,0.0810934569114124
act_data_pkt_fwd,Min Packet Length,0.08106091995615686
Idle Std,act_data_pkt_fwd,0.08089766009164057
Fwd IAT Total,Fwd Packet Length Min,0.08026448614749195
Bwd Header Length,Bwd IAT Std,0.08022266684590665
Down/Up Ratio,Bwd Packet Length Max,0.08010189896713517
Flow Packets/s,Bwd Packet Length Max,0.07975983406007338
Init_Win_bytes_forward,Fwd PSH Flags,0.07960591277970908
Init_Win_bytes_forward,SYN Flag Count,0.07960591277970908
Idle Std,Subflow Fwd Packets,0.0794855003225947
Idle Std,Total Fwd Packets,0.0794855003225947
SYN Flag Count,Fwd Packet Length Std,0.07936212857736734
Fwd PSH Flags,Fwd Packet Length Std,0.07936212857736734
Active Mean,Bwd Header Length,0.0792390298237247
Fwd IAT Total,Total Length of Bwd Packets,0.07901684878180056
Subflow Bwd Bytes,Fwd IAT Total,0.07901684878180054
Active Mean,Packet Length Mean,0.07885945917566335
Subflow Bwd Bytes,Flow Duration,0.0788339819589797
Total Length of Bwd Packets,Flow Duration,0.0788339819589797
Init_Win_bytes_backward,PSH Flag Count,0.07879263493148342
Flow IAT Mean,Destination Port,0.07861173067892514
Fwd IAT Max,Fwd Packet Length Min,0.07859119982874592
Avg Bwd Segment Size,Fwd Packets/s,0.07855985920354382
Fwd Packets/s,Bwd Packet Length Mean,0.07855985920354361
Subflow Bwd Bytes,URG Flag Count,0.07824665474301087
URG Flag Count,Total Length of Bwd Packets,0.07824665474301086
Packet Length Mean,Flow Duration,0.07792327973706076
Active Min,URG Flag Count,0.0774157842912243
Packet Length Mean,Fwd Packet Length Min,0.07740906249634612
Flow Packets/s,Bwd Packet Length Std,0.07737414052980142
Subflow Bwd Packets,Min Packet Length,0.07722703907969994
Min Packet Length,Total Backward Packets,0.07722703907969991
PSH Flag Count,Flow Packets/s,0.07620461847132953
Bwd IAT Min,Bwd Packet Length Min,0.07618550515061107
Idle Max,Average Packet Size,0.07600152007545197
Fwd IAT Mean,Bwd Packet Length Min,0.07578320781816632
Subflow Fwd Packets,Bwd IAT Max,0.07578161409638026
Bwd IAT Max,Total Fwd Packets,0.07578161409638023
Fwd Header Length.1,Fwd IAT Mean,0.0757420961223551
Fwd Header Length,Fwd IAT Mean,0.0757420961223551
Flow IAT Mean,Bwd Packet Length Std,0.07573282610608648
min_seg_size_forward,Flow Packets/s,0.07569533643153942
Down/Up Ratio,Bwd IAT Mean,0.07541009281338662
Min Packet Length,Fwd Header Length,0.07522982451531426
Fwd Header Length.1,Min Packet Length,0.07522982451531425
Packet Length Std,Total Backward Packets,0.07493761958044733
Subflow Bwd Packets,Packet Length Std,0.07493761958044731
Average Packet Size,Flow IAT Mean,0.07478900976628068
Fwd IAT Min,Bwd Packet Length Min,0.0745100321774837
Packet Length Variance,Flow Packets/s,0.07409520704794592
Fwd IAT Mean,Flow IAT Min,0.07394998797465165
Average Packet Size,Flow IAT Max,0.07393161882319471
Fwd Header Length.1,Flow IAT Mean,0.07388053301039796
Fwd Header Length,Flow IAT Mean,0.07388053301039796
Active Mean,URG Flag Count,0.07386839131296558
Fwd Packets/s,Bwd Packet Length Max,0.07343975383476227
Average Packet Size,Fwd Packet Length Min,0.07341221243534692
Bwd Packet Length Max,Total Backward Packets,0.07327494218430307
Subflow Bwd Packets,Bwd Packet Length Max,0.07327494218430307
Flow IAT Max,Total Backward Packets,0.07322851053673646
Subflow Bwd Packets,Flow IAT Max,0.07322851053673646
Active Min,Destination Port,0.07313978469900412
Down/Up Ratio,Packet Length Variance,0.07312171249549854
Subflow Fwd Packets,URG Flag Count,0.07303484992493477
URG Flag Count,Total Fwd Packets,0.07303484992493477
Idle Mean,Packet Length Mean,0.0728503958624374
Flow IAT Mean,Bwd Packet Length Max,0.07283156866696325
Bwd IAT Std,Bwd Packet Length Min,0.07276647884177811
Idle Max,Subflow Bwd Packets,0.07265853153222909
Idle Max,Total Backward Packets,0.07265853153222909
Idle Mean,Total Backward Packets,0.07262545699963678
Idle Mean,Subflow Bwd Packets,0.07262545699963678
URG Flag Count,Fwd Header Length,0.07228773436651852
Fwd Header Length.1,URG Flag Count,0.07228773436651852
Packet Length Variance,Destination Port,0.07228520399980119
Min Packet Length,Bwd Header Length,0.07187480720393688
Fwd Packets/s,Bwd Packet Length Std,0.07112062232751716
Fwd Header Length.1,Bwd IAT Max,0.07080544318706926
Fwd Header Length,Bwd IAT Max,0.07080544318706926
Fwd IAT Max,Total Backward Packets,0.07078240219343125
Subflow Bwd Packets,Fwd IAT Max,0.07078240219343124
ACK Flag Count,Bwd IAT Mean,0.07064230273482461
Packet Length Variance,Fwd IAT Total,0.07029194605003415
PSH Flag Count,Fwd Packets/s,0.07011522647452309
Flow IAT Mean,Bwd Packet Length Mean,0.06985754694649389
Avg Bwd Segment Size,Flow IAT Mean,0.06985754694649081
Bwd Header Length,Bwd Packet Length Max,0.06973429441935529
Active Min,Average Packet Size,0.06962849297194168
Down/Up Ratio,Bwd Packet Length Mean,0.06960772043660074
Avg Bwd Segment Size,Down/Up Ratio,0.06960772043659796
act_data_pkt_fwd,Bwd IAT Max,0.06951078095625524
Active Mean,Destination Port,0.06951074561678482
min_seg_size_forward,Avg Fwd Segment Size,0.06938130474322676
min_seg_size_forward,Fwd Packet Length Mean,0.06938130474322676
Active Max,Init_Win_bytes_forward,0.06900055414662894
SYN Flag Count,Min Packet Length,0.06857587021582677
Min Packet Length,Fwd PSH Flags,0.06857587021582676
Idle Mean,Packet Length Variance,0.06845155202238941
Active Min,Packet Length Variance,0.06833102580623816
Packet Length Variance,Fwd Packets/s,0.06803631408257407
Fwd IAT Mean,Fwd Packet Length Min,0.06773794963561108
Down/Up Ratio,Fwd Packet Length Std,0.06757244758880533
Packet Length Std,Bwd Header Length,0.06722138449420471
min_seg_size_forward,Fwd Packet Length Std,0.06683803391701719
min_seg_size_forward,Fwd Packets/s,0.06656850822117762
PSH Flag Count,Bwd IAT Total,0.06644179699502235
Idle Std,Active Min,0.06642225040519231
min_seg_size_forward,Bwd IAT Std,0.06624143898685522
min_seg_size_forward,Init_Win_bytes_backward,0.06617737350426672
Active Mean,Average Packet Size,0.06615683893512742
min_seg_size_forward,Bwd Packets/s,0.06606988408900932
Idle Std,Active Mean,0.0659785616961681
Idle Std,Fwd Header Length.1,0.06575508882895138
Idle Std,Fwd Header Length,0.06575508882895138
Down/Up Ratio,Total Backward Packets,0.06562958490736281
Subflow Bwd Packets,Down/Up Ratio,0.06562958490736281
min_seg_size_forward,Fwd Packet Length Max,0.06561675337143326
Average Packet Size,Fwd IAT Std,0.06551441277163768
min_seg_size_forward,Destination Port,0.0654229001947653
Down/Up Ratio,Packet Length Std,0.06488044902102462
Flow IAT Mean,Flow Packets/s,0.06485191863061056
Active Max,Packet Length Mean,0.06475933030233108
Bwd Packet Length Min,Fwd Packet Length Std,0.06459579204430209
Packet Length Std,Flow IAT Mean,0.06455907570478596
Packet Length Variance,Flow Duration,0.06400457327331446
Bwd Header Length,Flow IAT Max,0.06378007306308661
Bwd Packet Length Min,Fwd Packet Length Max,0.06371022228612333
Idle Std,Active Max,0.06366660638732849
Idle Mean,Bwd Header Length,0.06347506274607478
Active Mean,Packet Length Variance,0.06345231494387675
Max Packet Length,Fwd PSH Flags,0.06341137633037337
SYN Flag Count,Max Packet Length,0.06341137633037337
ACK Flag Count,Fwd Packet Length Max,0.06309098291794785
Idle Max,Bwd Header Length,0.06292981684221004
Packet Length Std,Fwd PSH Flags,0.06264099540954225
SYN Flag Count,Packet Length Std,0.06264099540954222
Active Min,Total Backward Packets,0.0625433417734983
Active Min,Subflow Bwd Packets,0.0625433417734983
Packet Length Mean,Bwd Packets/s,0.06232964180809236
Bwd Header Length,Fwd IAT Max,0.06186583245629965
act_data_pkt_fwd,Bwd Packet Length Min,0.061757369165894714
Average Packet Size,Bwd Packets/s,0.06142203908441136
Average Packet Size,Fwd IAT Total,0.06141765803162704
Packet Length Std,Bwd Packets/s,0.06101431638157305
Min Packet Length,Bwd Packets/s,0.06096818625720429
Subflow Fwd Bytes,Bwd Packet Length Min,0.06085000699368013
Bwd Packet Length Min,Total Length of Fwd Packets,0.06085000699368013
Idle Min,Subflow Bwd Packets,0.060302205860250584
Idle Min,Total Backward Packets,0.060302205860250584
Max Packet Length,Bwd Packets/s,0.06029706426247914
Init_Win_bytes_forward,Total Length of Fwd Packets,0.0600358583277708
Init_Win_bytes_forward,Subflow Fwd Bytes,0.0600358583277708
Active Max,URG Flag Count,0.06001728250907147
Flow IAT Std,Flow Packets/s,0.0600154426135236
Active Mean,Bwd Packet Length Min,0.059782346206461966
Active Min,Bwd Packet Length Min,0.059481459801724465
Fwd Header Length.1,PSH Flag Count,0.05945764857303122
PSH Flag Count,Fwd Header Length,0.05945764857303121
Init_Win_bytes_forward,Flow IAT Min,0.05944897644341574
Fwd Packets/s,Flow IAT Mean,0.059440379077598915
Fwd IAT Mean,Bwd Packet Length Mean,0.05883604814865407
Avg Bwd Segment Size,Fwd IAT Mean,0.058836048148652016
Avg Fwd Segment Size,Bwd Packet Length Min,0.05875447404318955
Bwd Packet Length Min,Fwd Packet Length Mean,0.05875447404318955
Active Mean,min_seg_size_forward,0.05832973209909093
Bwd Packet Length Min,Total Fwd Packets,0.05797953859427854
Subflow Fwd Packets,Bwd Packet Length Min,0.057979538594278526
Fwd IAT Mean,Bwd Packet Length Max,0.05781586923796136
Active Max,Bwd Packet Length Min,0.05762440067782155
Active Min,min_seg_size_forward,0.05745801240388281
Fwd IAT Mean,Bwd Packet Length Std,0.05731177246086539
Down/Up Ratio,Fwd Packets/s,0.05718782627982993
Subflow Bwd Packets,Fwd Packet Length Max,0.05714823885501974
Fwd Packet Length Max,Total Backward Packets,0.05714823885501973
Subflow Bwd Bytes,Fwd Packet Length Mean,0.05701136878100435
Subflow Bwd Bytes,Avg Fwd Segment Size,0.05701136878100435
Avg Fwd Segment Size,Total Length of Bwd Packets,0.057011368781004344
Fwd Packet Length Mean,Total Length of Bwd Packets,0.057011368781004344
act_data_pkt_fwd,Destination Port,0.056706083667842966
Bwd Packets/s,Bwd Packet Length Min,0.056594312563942054
Init_Win_bytes_backward,Bwd Packets/s,0.056524031742841624
Bwd IAT Total,Bwd Packet Length Min,0.056317513483117095
Active Mean,Total Length of Bwd Packets,0.05613918095516656
Active Mean,Subflow Bwd Bytes,0.05613918095516656
min_seg_size_forward,Fwd Header Length.1,0.056039905964573325
min_seg_size_forward,Fwd Header Length,0.056039905964573325
ACK Flag Count,Total Length of Fwd Packets,0.056024647502361545
Subflow Fwd Bytes,ACK Flag Count,0.056024647502361524
Packet Length Mean,Flow IAT Mean,0.05593599697588095
Subflow Fwd Bytes,Down/Up Ratio,0.0558682810418638
Down/Up Ratio,Total Length of Fwd Packets,0.055868281041863796
Active Min,Bwd Header Length,0.0558411665446261
Active Max,Destination Port,0.05563310552074595
ACK Flag Count,Fwd Packet Length Std,0.05554638159793116
min_seg_size_forward,act_data_pkt_fwd,0.05548595941639294
Fwd Packets/s,Flow IAT Std,0.05500730318264854
Fwd Packet Length Min,Flow Duration,0.054904168409432415
min_seg_size_forward,Bwd IAT Max,0.05464077580211087
Down/Up Ratio,PSH Flag Count,0.05452064037411404
Average Packet Size,Flow Duration,0.054517103674976884
Packet Length Mean,Fwd PSH Flags,0.05451675522535544
SYN Flag Count,Packet Length Mean,0.05451675522535543
Flow Packets/s,Flow Duration,0.05433765771702109
Active Std,Init_Win_bytes_forward,0.054279938889640535
Avg Fwd Segment Size,Down/Up Ratio,0.05412170648573894
Down/Up Ratio,Fwd Packet Length Mean,0.05412170648573891
Down/Up Ratio,Flow Packets/s,0.05401844302176917
Bwd IAT Max,Bwd Packet Length Min,0.05387970142686138
Flow IAT Max,Flow Packets/s,0.0538656159179635
Init_Win_bytes_forward,Bwd IAT Mean,0.053780501677652255
Average Packet Size,Fwd PSH Flags,0.05370474603494292
Average Packet Size,SYN Flag Count,0.05370474603494292
Avg Bwd Segment Size,Bwd Packets/s,0.05364772576497715
Bwd Packets/s,Bwd Packet Length Mean,0.05364772576497711
Down/Up Ratio,Bwd Header Length,0.05321135704122745
Idle Min,Bwd Header Length,0.0531866608215405
Packet Length Std,Destination Port,0.05312612190390457
min_seg_size_forward,URG Flag Count,0.052435582731291515
Active Max,min_seg_size_forward,0.05226303322261284
Active Max,Average Packet Size,0.05225215616830118
Down/Up Ratio,Bwd IAT Total,0.0521372760361693
Init_Win_bytes_backward,Min Packet Length,0.05212985395386899
Bwd Packets/s,Bwd Packet Length Max,0.05179091432552146
Max Packet Length,Fwd Header Length,0.05174499563560713
Fwd Header Length.1,Max Packet Length,0.05174499563560713
Fwd IAT Std,Flow Packets/s,0.05151972853324296
Idle Mean,Average Packet Size,0.051279663822272635
Fwd IAT Std,Total Backward Packets,0.051251197235725444
Subflow Bwd Packets,Fwd IAT Std,0.05125119723572544
Fwd IAT Total,Flow Packets/s,0.05120215293670861
Idle Max,Flow Packets/s,0.05111762508284115
Subflow Bwd Bytes,Bwd IAT Total,0.05097994270376622
Bwd IAT Total,Total Length of Bwd Packets,0.05097994270376621
Bwd Packets/s,Bwd Packet Length Std,0.05090406210969167
Packet Length Variance,Flow IAT Std,0.05087987185949579
Idle Mean,Flow Packets/s,0.05035072405430106
Fwd IAT Max,Flow Packets/s,0.050302084844003364
Bwd Header Length,Fwd Packet Length Max,0.05022151940617285
Idle Max,Fwd Packet Length Min,0.04985014405059676
Fwd Packets/s,Flow Duration,0.04980337477511781
PSH Flag Count,Bwd Packets/s,0.04975827878758278
Flow IAT Max,Fwd Packet Length Min,0.04969047612577814
Idle Std,Fwd Packet Length Min,0.04966963970240382
Bwd Packet Length Min,Total Length of Bwd Packets,0.04953359291494124
Subflow Bwd Bytes,Bwd Packet Length Min,0.04953359291494124
Fwd Header Length.1,Fwd Packet Length Max,0.04944524114981238
Fwd Header Length,Fwd Packet Length Max,0.04944524114981238
Fwd Packets/s,Flow IAT Max,0.04937063603093867
ACK Flag Count,Fwd Packets/s,0.04935683525547521
Init_Win_bytes_backward,ACK Flag Count,0.0493355584207039
Packet Length Variance,Bwd Packets/s,0.04912745058371661
Fwd Packet Length Max,Total Fwd Packets,0.049003581736582126
Subflow Fwd Packets,Fwd Packet Length Max,0.04900358173658212
act_data_pkt_fwd,Fwd Packet Length Min,0.048910169832036866
act_data_pkt_fwd,Max Packet Length,0.04877366230634349
Subflow Fwd Packets,Max Packet Length,0.048610088714718114
Max Packet Length,Total Fwd Packets,0.048610088714718114
min_seg_size_forward,Down/Up Ratio,0.04819024986402557
ACK Flag Count,Flow Packets/s,0.048065099589717525
Fwd IAT Mean,Flow Packets/s,0.047227642481908506
Fwd Packets/s,Fwd IAT Std,0.04721991480722927
Fwd Packets/s,Fwd IAT Total,0.04692900167939256
Idle Max,Fwd Packets/s,0.046851414100322876
Fwd Header Length.1,Bwd Packet Length Min,0.046636599838868434
Fwd Header Length,Bwd Packet Length Min,0.046636599838868434
Avg Bwd Segment Size,Fwd Header Length,0.04621857409056546
Fwd Header Length.1,Avg Bwd Segment Size,0.046218574090565435
Fwd Header Length,Bwd Packet Length Mean,0.04621857409054994
Fwd Header Length.1,Bwd Packet Length Mean,0.04621857409054994
Active Max,Packet Length Variance,0.04620026605689817
Idle Mean,Fwd Packets/s,0.046148542096550775
Fwd Packets/s,Fwd IAT Max,0.046103926393578264
Fwd Packet Length Std,Fwd Packet Length Min,0.04600607961397365
Subflow Bwd Packets,Bwd IAT Mean,0.045998783198489136
Bwd IAT Mean,Total Backward Packets,0.045998783198489136
Subflow Fwd Packets,Fwd Packet Length Min,0.045748154949596706
Fwd Packet Length Min,Total Fwd Packets,0.0457481549495967
Avg Fwd Segment Size,Total Backward Packets,0.04540345991916315
Subflow Bwd Packets,Fwd Packet Length Mean,0.04540345991916315
Subflow Bwd Packets,Avg Fwd Segment Size,0.04540345991916315
Fwd Packet Length Mean,Total Backward Packets,0.04540345991916315
min_seg_size_forward,Bwd Header Length,0.04539108667619602
Subflow Fwd Packets,Destination Port,0.04529888286714924
Total Fwd Packets,Destination Port,0.04529888286714924
Subflow Bwd Packets,Bwd Packet Length Std,0.04518329800887392
Bwd Packet Length Std,Total Backward Packets,0.045183298008873905
Packet Length Mean,Fwd Header Length,0.044914801466836844
Fwd Header Length.1,Packet Length Mean,0.04491480146683682
Fwd Packet Length Std,Total Length of Bwd Packets,0.04486927302953534
Subflow Bwd Bytes,Fwd Packet Length Std,0.04486927302953534
Fwd Packet Length Std,Total Backward Packets,0.04481739806556509
Subflow Bwd Packets,Fwd Packet Length Std,0.04481739806556509
Packet Length Std,Bwd IAT Total,0.04432915185593998
act_data_pkt_fwd,Avg Bwd Segment Size,0.04390499380177157
act_data_pkt_fwd,Bwd Packet Length Mean,0.043904993801748046
Fwd Header Length.1,Fwd Packet Length Min,0.043873320240528035
Fwd Header Length,Fwd Packet Length Min,0.043873320240528035
Subflow Fwd Packets,Bwd IAT Std,0.043788720309468634
Bwd IAT Std,Total Fwd Packets,0.043788720309468634
Bwd Header Length,Bwd IAT Mean,0.04363315801951848
Bwd Packets/s,Flow IAT Mean,0.04358546907684927
Fwd PSH Flags,Flow Duration,0.04352024060277239
SYN Flag Count,Flow Duration,0.04352024060277239
Fwd Header Length,Destination Port,0.04344791341512774
Fwd Header Length.1,Destination Port,0.04344791341512774
Init_Win_bytes_forward,Fwd Packet Length Std,0.04344788376503683
Fwd Packets/s,Fwd IAT Mean,0.04328608077015732
Bwd Header Length,Fwd IAT Std,0.043037395605625216
URG Flag Count,Total Backward Packets,0.042857646726241864
Subflow Bwd Packets,URG Flag Count,0.04285764672624186
Packet Length Std,Bwd IAT Min,0.042476880786897576
Flow IAT Max,Total Length of Bwd Packets,0.04244993549573714
Subflow Bwd Bytes,Flow IAT Max,0.04244993549573713
Idle Max,Subflow Bwd Bytes,0.042029165156613014
Idle Max,Total Length of Bwd Packets,0.042029165156613014
Init_Win_bytes_backward,Average Packet Size,0.041976901976391374
URG Flag Count,Bwd Packets/s,0.041915048026021494
Avg Bwd Segment Size,Total Fwd Packets,0.04179015301397127
Subflow Fwd Packets,Avg Bwd Segment Size,0.04179015301397127
Subflow Fwd Packets,Bwd Packet Length Mean,0.041790153013952426
Bwd Packet Length Mean,Total Fwd Packets,0.04179015301395241
Max Packet Length,Bwd IAT Min,0.04176161376827966
Packet Length Variance,Fwd IAT Mean,0.04175936619370683
FIN Flag Count,Packet Length Mean,0.0413905338322496
act_data_pkt_fwd,Init_Win_bytes_forward,0.04137218331688835
Average Packet Size,FIN Flag Count,0.04132339901126512
Idle Min,Flow Packets/s,0.04127639852191876
Init_Win_bytes_backward,Packet Length Mean,0.04123480172771138
Active Std,Bwd IAT Max,0.04123075079676116
Idle Mean,Subflow Bwd Bytes,0.04122665944685115
Idle Mean,Total Length of Bwd Packets,0.04122665944685115
Packet Length Mean,Bwd IAT Min,0.04121560296905768
Init_Win_bytes_backward,Packet Length Std,0.04121407098377424
Subflow Bwd Bytes,Fwd IAT Max,0.04119904223722455
Fwd IAT Max,Total Length of Bwd Packets,0.041199042237224544
Fwd Packet Length Min,Fwd Packet Length Max,0.04119566798211602
ACK Flag Count,Fwd IAT Min,0.041187945072486125
min_seg_size_forward,Subflow Fwd Bytes,0.041082366889941144
min_seg_size_forward,Total Length of Fwd Packets,0.041082366889941144
FIN Flag Count,Packet Length Std,0.04091347437099391
Fwd Header Length.1,Bwd IAT Std,0.04083900285760969
Fwd Header Length,Bwd IAT Std,0.04083900285760969
Bwd Header Length,Bwd Packet Length Std,0.04077809171598693
Idle Mean,Fwd Packet Length Min,0.040765222974875094
Active Min,Total Length of Bwd Packets,0.040525096155567396
Active Min,Subflow Bwd Bytes,0.040525096155567396
Idle Std,Total Backward Packets,0.04046415042404928
Idle Std,Subflow Bwd Packets,0.04046415042404928
Average Packet Size,Bwd IAT Min,0.0403602630562747
Bwd Packets/s,Flow IAT Std,0.040335945444724096
FIN Flag Count,Max Packet Length,0.04025265233513629
Init_Win_bytes_backward,Packet Length Variance,0.04024002267498537
Max Packet Length,Bwd IAT Mean,0.039777828274497364
Fwd Header Length.1,Fwd Packet Length Std,0.03948737369482646
Fwd Header Length,Fwd Packet Length Std,0.03948737369482646
act_data_pkt_fwd,Fwd Packet Length Max,0.039339124436983355
Flow IAT Std,Fwd Packet Length Min,0.0392770042536971
act_data_pkt_fwd,Bwd Packet Length Max,0.039200820318896296
Min Packet Length,Flow Packets/s,0.03912479177033585
Fwd Packet Length Std,Total Fwd Packets,0.03911845296764461
Subflow Fwd Packets,Fwd Packet Length Std,0.0391184529676446
Packet Length Std,Fwd IAT Min,0.038941938083784065
